asset,label,class,protocol,apy,apy_pct,leverage,duration,budget,sims,prot_rate,liq_rate,avg_pct,avg_ann_pct,best_pct,worst_pct,median_pct,p10_pct,p25_pct,p75_pct,p90_pct,beat_morpho,beat_hold
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,60,39.82,4541,100.0,44.13,1.2904,7.85,117.32,0.0,0.22,0.0,0.0,0.82,1.76,41.75,51.97
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,90,59.67,4511,100.0,49.46,2.986,12.11,197.74,0.0,0.12,0.0,0.0,1.33,4.78,41.32,49.37
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,120,79.48,4481,100.0,52.89,4.6141,14.03,220.5,0.0,0.0,0.0,0.0,1.88,8.04,41.33,48.72
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,180,118.98,4421,100.0,56.86,7.9748,16.17,298.87,0.0,0.0,0.0,0.0,3.0,13.88,38.09,47.09
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,270,177.94,4331,100.0,60.49,21.1005,28.52,1103.73,0.0,0.0,0.0,0.0,5.51,28.34,36.53,45.74
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,5,365,239.79,4236,100.0,62.61,75.4429,75.44,6395.88,0.0,0.0,0.0,0.0,9.45,50.69,34.94,45.11
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,30,19.93,4571,100.0,55.09,0.5096,6.2,25.86,0.0,0.0,0.0,0.0,0.38,1.1,34.96,56.18
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,60,39.82,4541,100.0,67.08,1.9229,11.7,234.24,0.0,0.0,0.0,0.0,0.66,2.35,29.16,51.75
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,90,59.67,4511,100.0,71.82,4.1496,16.83,361.75,0.0,0.0,0.0,0.0,0.75,3.68,26.4,49.17
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,120,79.48,4481,100.0,73.62,4.9072,14.93,440.2,0.0,0.0,0.0,0.0,0.85,5.08,25.15,48.45
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,180,118.98,4421,100.0,76.72,6.3812,12.94,508.09,0.0,0.0,0.0,0.0,0.0,8.34,22.44,46.48
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,270,177.94,4331,100.0,79.66,19.8633,26.85,2205.69,0.0,0.0,0.0,0.0,0.0,14.18,19.63,45.3
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,10,365,239.79,4236,100.0,81.42,47.9614,47.96,5193.88,0.0,0.0,0.0,0.0,0.0,20.71,17.61,44.95
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,30,19.93,4571,100.0,66.0,0.6448,7.84,38.69,0.0,0.0,0.0,0.0,0.33,1.38,29.51,56.07
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,60,39.82,4541,100.0,75.62,2.4986,15.2,351.17,0.0,0.0,0.0,0.0,0.0,2.75,23.19,51.6
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,90,59.67,4511,100.0,79.1,4.8369,19.62,541.55,0.0,0.0,0.0,0.0,0.0,4.13,20.24,49.04
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,120,79.48,4481,100.0,80.45,5.6352,17.14,638.82,0.0,0.0,0.0,0.0,0.0,5.51,19.3,48.43
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,180,118.98,4421,100.0,82.99,7.6029,15.42,761.54,0.0,0.0,0.0,0.0,0.0,7.58,16.74,46.35
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,270,177.94,4331,100.0,85.04,22.5218,30.45,3307.64,0.0,0.0,0.0,0.0,0.0,15.0,14.52,45.23
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,15,365,239.79,4236,100.0,86.71,47.6441,47.64,7789.62,0.0,0.0,0.0,0.0,0.0,20.64,12.72,44.85
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,30,19.93,4571,100.0,71.78,0.7355,8.95,51.52,0.0,0.0,0.0,0.0,0.24,1.63,25.79,56.01
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,60,39.82,4541,100.0,80.07,2.8603,17.4,468.09,0.0,0.0,0.0,0.0,0.0,3.04,19.36,51.55
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,90,59.67,4511,100.0,83.2,5.3153,21.56,721.86,0.0,0.0,0.0,0.0,0.0,3.88,16.56,49.01
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,120,79.48,4481,100.0,84.31,5.9821,18.2,796.74,0.0,0.0,0.0,0.0,0.0,5.23,15.6,48.36
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,180,118.98,4421,100.0,86.41,8.2177,16.66,967.28,0.0,0.0,0.0,0.0,0.0,7.46,13.39,46.32
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,270,177.94,4331,100.0,88.04,26.6098,35.97,4409.59,0.0,0.0,0.0,0.0,0.0,12.18,11.75,45.21
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,20,365,239.79,4236,100.0,89.42,49.025,49.03,10385.37,0.0,0.0,0.0,0.0,0.0,7.0,10.25,44.83
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,30,19.93,4571,100.0,78.95,0.9256,11.26,77.17,0.0,0.0,0.0,0.0,0.0,1.75,20.11,55.96
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,60,39.82,4541,100.0,85.29,3.3519,20.39,701.93,0.0,0.0,0.0,0.0,0.0,2.76,14.45,51.53
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,90,59.67,4511,100.0,87.96,5.6516,22.92,861.88,0.0,0.0,0.0,0.0,0.0,2.57,11.86,48.92
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,120,79.48,4481,100.0,88.91,6.3459,19.3,1185.67,0.0,0.0,0.0,0.0,0.0,2.84,11.02,48.27
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,180,118.98,4421,100.0,90.55,9.1257,18.5,1450.32,0.0,0.0,0.0,0.0,0.0,0.0,9.43,46.32
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,270,177.94,4331,100.0,91.62,33.8944,45.82,6613.5,0.0,0.0,0.0,0.0,0.0,0.0,8.31,45.19
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,30,365,239.79,4236,100.0,92.66,52.833,52.83,12306.83,0.0,0.0,0.0,0.0,0.0,0.0,7.27,44.81
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,30,19.93,4571,100.0,83.55,1.3294,16.17,128.49,0.0,0.0,0.0,0.0,0.0,2.15,16.19,55.92
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,60,39.82,4541,100.0,88.39,4.8388,29.44,1169.62,0.0,0.0,0.0,0.0,0.0,2.21,11.54,51.49
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,90,59.67,4511,100.0,90.69,7.8867,31.99,1436.07,0.0,0.0,0.0,0.0,0.0,0.0,9.22,48.84
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,120,79.48,4481,100.0,91.48,8.6655,26.36,1950.83,0.0,0.0,0.0,0.0,0.0,0.0,8.5,48.25
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,180,118.98,4421,100.0,92.74,12.7279,25.81,2416.41,0.0,0.0,0.0,0.0,0.0,0.0,7.26,46.35
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,270,177.94,4331,100.0,93.37,52.0175,70.32,11021.32,0.0,0.0,0.0,0.0,0.0,0.0,6.63,45.26
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,50,365,239.79,4236,100.0,94.24,73.6214,73.62,20157.79,0.0,0.0,0.0,0.0,0.0,0.0,5.74,50.4
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,30,19.93,4571,100.0,85.67,1.7619,21.44,192.63,0.0,0.0,0.0,0.0,0.0,2.6,14.2,55.9
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,60,39.82,4541,100.0,90.09,5.8252,35.44,1754.24,0.0,0.0,0.0,0.0,0.0,0.0,9.84,51.49
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,90,59.67,4511,100.0,92.13,9.0654,36.77,2153.81,0.0,0.0,0.0,0.0,0.0,0.0,7.83,48.84
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,120,79.48,4481,100.0,92.77,10.1251,30.8,2925.85,0.0,0.0,0.0,0.0,0.0,0.0,7.23,48.25
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,180,118.98,4421,100.0,93.82,14.9356,30.29,3624.02,0.0,0.0,0.0,0.0,0.0,0.0,6.18,46.51
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,270,177.94,4331,100.0,94.46,67.1751,90.81,16531.09,0.0,0.0,0.0,0.0,0.0,0.0,5.54,50.57
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,75,365,239.79,4236,100.0,95.21,81.4288,81.43,30235.49,0.0,0.0,0.0,0.0,0.0,0.0,4.79,49.46
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,30,19.93,4571,100.0,86.7,2.2605,27.5,256.78,0.0,0.0,0.0,0.0,0.0,2.92,13.21,55.87
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,60,39.82,4541,100.0,90.79,7.6101,46.3,2338.85,0.0,0.0,0.0,0.0,0.0,0.0,9.16,51.49
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,90,59.67,4511,100.0,92.62,11.7622,47.7,2871.55,0.0,0.0,0.0,0.0,0.0,0.0,7.36,48.84
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,120,79.48,4481,100.0,93.19,13.1501,40.0,3900.86,0.0,0.0,0.0,0.0,0.0,0.0,6.81,48.25
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,180,118.98,4421,100.0,94.23,19.4662,39.47,4831.64,0.0,0.0,0.0,0.0,0.0,0.0,5.77,52.07
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,270,177.94,4331,100.0,94.83,88.4839,119.62,22040.86,0.0,0.0,0.0,0.0,0.0,0.0,5.17,50.2
xrp,XRP,Crypto,Aave V3,0.0245678,2.46,100,365,239.79,4236,100.0,95.54,107.4949,107.49,40313.19,0.0,0.0,0.0,0.0,0.0,0.0,4.46,49.13
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,30,29.26,4571,100.0,0.0,0.3442,4.19,4.06,0.06,0.28,0.21,0.25,0.34,0.45,40.58,56.29
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,60,58.44,4541,100.0,0.0,0.8555,5.2,34.9,0.12,0.58,0.36,0.45,0.74,1.13,45.94,52.15
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,90,87.53,4511,100.0,0.0,1.6038,6.5,58.72,0.12,0.88,0.49,0.68,1.14,2.36,48.48,49.97
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,120,116.54,4481,100.0,0.0,2.4455,7.44,69.84,0.16,1.19,0.65,0.89,1.6,3.96,49.45,49.1
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,180,174.29,4421,100.0,0.0,4.4411,9.01,90.91,0.12,1.81,0.88,1.28,2.73,7.32,50.92,48.25
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,270,260.3,4331,100.0,0.0,10.1756,13.76,325.01,0.23,2.86,1.07,1.85,6.0,12.66,52.99,46.76
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,1,365,350.27,4236,100.0,0.0,28.8074,28.81,1871.34,0.37,3.99,1.61,2.44,9.73,21.03,53.87,46.13
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,30,29.26,4571,100.0,2.98,0.3952,4.81,7.83,0.0,0.27,0.13,0.2,0.38,0.61,42.24,56.31
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,60,58.44,4541,100.0,7.4,1.121,6.82,69.23,0.0,0.57,0.1,0.32,0.89,1.65,46.97,52.15
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,90,87.53,4511,100.0,11.55,2.3287,9.44,116.56,0.0,0.89,0.0,0.45,1.4,3.84,49.48,49.92
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,120,116.54,4481,100.0,14.66,3.6968,11.24,138.52,0.0,1.2,0.0,0.53,2.01,6.67,50.19,49.07
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,180,174.29,4421,100.0,20.22,7.0841,14.37,180.08,0.0,1.83,0.0,0.61,3.6,12.91,50.94,48.27
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,270,260.3,4331,100.0,26.07,17.5061,23.67,647.42,0.0,2.8,0.0,0.0,8.6,22.72,51.24,46.76
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,2,365,350.27,4236,100.0,31.11,53.8257,53.83,3739.18,0.0,4.0,0.0,0.0,15.95,38.55,51.96,46.01
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,30,29.26,4571,100.0,11.9,0.4477,5.45,11.6,0.0,0.26,0.0,0.15,0.43,0.76,42.84,56.29
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,60,58.44,4541,100.0,23.36,1.3759,8.37,103.55,0.0,0.54,0.0,0.1,1.02,2.07,46.07,52.1
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,90,87.53,4511,100.0,28.82,3.0347,12.31,174.4,0.0,0.81,0.0,0.0,1.62,5.28,46.86,49.83
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,120,116.54,4481,100.0,33.9,4.9182,14.96,207.2,0.0,1.11,0.0,0.0,2.37,8.93,48.2,48.96
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,180,174.29,4421,100.0,38.61,9.3605,18.98,269.24,0.0,1.58,0.0,0.0,3.89,17.8,46.8,48.07
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,270,260.3,4331,100.0,42.65,23.2286,31.4,969.82,0.0,2.16,0.0,0.0,8.25,30.88,46.48,46.48
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,3,365,350.27,4236,100.0,47.88,76.6612,76.66,5607.03,0.0,1.86,0.0,0.0,18.1,51.32,46.25,45.66
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,30,29.26,4571,100.0,30.41,0.5522,6.72,19.13,0.0,0.22,0.0,0.0,0.49,1.05,40.58,56.29
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,60,58.44,4541,100.0,44.13,1.8939,11.52,172.19,0.0,0.33,0.0,0.0,1.2,2.58,41.6,51.97
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,90,87.53,4511,100.0,49.46,4.3804,17.76,290.09,0.0,0.18,0.0,0.0,1.94,7.01,41.12,49.63
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,120,116.54,4481,100.0,52.89,6.7656,20.58,323.32,0.0,0.0,0.0,0.0,2.76,11.79,41.29,48.85
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,180,174.29,4421,100.0,56.86,11.6825,23.69,437.82,0.0,0.0,0.0,0.0,4.39,20.33,37.96,47.36
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,270,260.3,4331,100.0,60.49,30.8675,41.73,1614.64,0.0,0.0,0.0,0.0,8.06,41.45,36.5,46.11
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,5,365,350.27,4236,100.0,62.61,110.2024,110.2,9342.71,0.0,0.0,0.0,0.0,13.8,74.05,34.94,45.42
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,30,29.26,4571,100.0,55.09,0.7483,9.1,37.97,0.0,0.0,0.0,0.0,0.56,1.61,34.85,56.25
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,60,58.44,4541,100.0,67.08,2.8222,17.17,343.79,0.0,0.0,0.0,0.0,0.97,3.45,29.11,51.75
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,90,87.53,4511,100.0,71.82,6.0874,24.69,530.68,0.0,0.0,0.0,0.0,1.11,5.4,26.36,49.35
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,120,116.54,4481,100.0,73.62,7.1953,21.89,645.47,0.0,0.0,0.0,0.0,1.25,7.44,25.06,48.52
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,180,174.29,4421,100.0,76.72,9.3481,18.96,744.31,0.0,0.0,0.0,0.0,0.0,12.21,22.44,46.6
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,270,260.3,4331,100.0,79.66,29.0578,39.28,3226.67,0.0,0.0,0.0,0.0,0.0,20.74,19.63,45.56
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,10,365,350.27,4236,100.0,81.42,70.059,70.06,7586.9,0.0,0.0,0.0,0.0,0.0,30.25,17.61,45.09
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,30,29.26,4571,100.0,66.0,0.9468,11.52,56.8,0.0,0.0,0.0,0.0,0.49,2.03,29.49,56.09
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,60,58.44,4541,100.0,75.62,3.6671,22.31,515.39,0.0,0.0,0.0,0.0,0.0,4.03,23.19,51.6
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,90,87.53,4511,100.0,79.1,7.0956,28.78,794.43,0.0,0.0,0.0,0.0,0.0,6.06,20.22,49.15
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,120,116.54,4481,100.0,80.45,8.2628,25.13,936.69,0.0,0.0,0.0,0.0,0.0,8.08,19.28,48.52
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,180,174.29,4421,100.0,82.99,11.1378,22.58,1115.59,0.0,0.0,0.0,0.0,0.0,11.1,16.74,46.41
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,270,260.3,4331,100.0,85.04,32.9469,44.54,4838.7,0.0,0.0,0.0,0.0,0.0,21.95,14.52,45.42
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,15,365,350.27,4236,100.0,86.71,69.5955,69.6,11378.6,0.0,0.0,0.0,0.0,0.0,30.15,12.72,45.04
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,30,29.26,4571,100.0,71.78,1.08,13.14,75.64,0.0,0.0,0.0,0.0,0.35,2.39,25.77,56.05
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,60,58.44,4541,100.0,80.07,4.1979,25.54,687.0,0.0,0.0,0.0,0.0,0.0,4.47,19.36,51.55
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,90,87.53,4511,100.0,83.2,7.7974,31.62,1058.95,0.0,0.0,0.0,0.0,0.0,5.69,16.56,49.04
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,120,116.54,4481,100.0,84.31,8.7716,26.68,1168.25,0.0,0.0,0.0,0.0,0.0,7.67,15.6,48.4
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,180,174.29,4421,100.0,86.41,12.0383,24.41,1416.99,0.0,0.0,0.0,0.0,0.0,10.93,13.39,46.39
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,270,260.3,4331,100.0,88.04,38.927,52.62,6450.73,0.0,0.0,0.0,0.0,0.0,17.82,11.75,45.32
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,20,365,350.27,4236,100.0,89.42,71.6127,71.61,15170.31,0.0,0.0,0.0,0.0,0.0,10.22,10.25,45.0
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,30,29.26,4571,100.0,78.95,1.359,16.54,113.32,0.0,0.0,0.0,0.0,0.0,2.57,20.11,55.96
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,60,58.44,4541,100.0,85.29,4.9194,29.93,1030.2,0.0,0.0,0.0,0.0,0.0,4.05,14.45,51.53
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,90,87.53,4511,100.0,87.96,8.2907,33.62,1264.36,0.0,0.0,0.0,0.0,0.0,3.77,11.86,48.92
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,120,116.54,4481,100.0,88.91,9.305,28.3,1738.55,0.0,0.0,0.0,0.0,0.0,4.17,11.02,48.29
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,180,174.29,4421,100.0,90.55,13.3685,27.11,2124.62,0.0,0.0,0.0,0.0,0.0,0.0,9.43,46.37
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,270,260.3,4331,100.0,91.62,49.5837,67.03,9674.8,0.0,0.0,0.0,0.0,0.0,0.0,8.31,45.23
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,30,365,350.27,4236,100.0,92.66,77.1753,77.18,17977.06,0.0,0.0,0.0,0.0,0.0,0.0,7.27,51.94
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,30,29.26,4571,100.0,83.55,1.9521,23.75,188.67,0.0,0.0,0.0,0.0,0.0,3.16,16.19,55.94
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,60,58.44,4541,100.0,88.39,7.1017,43.2,1716.61,0.0,0.0,0.0,0.0,0.0,3.24,11.54,51.49
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,90,87.53,4511,100.0,90.69,11.5697,46.92,2106.69,0.0,0.0,0.0,0.0,0.0,0.0,9.22,48.84
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,120,116.54,4481,100.0,91.48,12.7062,38.65,2860.49,0.0,0.0,0.0,0.0,0.0,0.0,8.5,48.27
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,180,174.29,4421,100.0,92.74,18.6455,37.81,3539.87,0.0,0.0,0.0,0.0,0.0,0.0,7.26,46.69
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,270,260.3,4331,100.0,93.37,76.0957,102.87,16122.92,0.0,0.0,0.0,0.0,0.0,0.0,6.63,51.65
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,50,365,350.27,4236,100.0,94.24,107.5416,107.54,29445.27,0.0,0.0,0.0,0.0,0.0,0.0,5.74,50.4
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,30,29.26,4571,100.0,85.67,2.5871,31.48,282.85,0.0,0.0,0.0,0.0,0.0,3.82,14.2,55.94
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,60,58.44,4541,100.0,90.09,8.5495,52.01,2574.63,0.0,0.0,0.0,0.0,0.0,0.0,9.84,51.49
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,90,87.53,4511,100.0,92.13,13.2988,53.93,3159.59,0.0,0.0,0.0,0.0,0.0,0.0,7.83,48.9
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,120,116.54,4481,100.0,92.77,14.8463,45.16,4290.15,0.0,0.0,0.0,0.0,0.0,0.0,7.23,48.72
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,180,174.29,4421,100.0,93.82,21.8795,44.37,5308.93,0.0,0.0,0.0,0.0,0.0,0.0,6.18,52.48
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,270,260.3,4331,100.0,94.46,98.2694,132.85,24183.08,0.0,0.0,0.0,0.0,0.0,0.0,5.54,50.57
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,75,365,350.27,4236,100.0,95.21,118.9462,118.95,44166.15,0.0,0.0,0.0,0.0,0.0,0.0,4.79,49.46
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,30,29.26,4571,100.0,86.7,3.3191,40.38,377.04,0.0,0.0,0.0,0.0,0.0,4.29,13.21,55.9
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,60,58.44,4541,100.0,90.79,11.1691,67.95,3432.64,0.0,0.0,0.0,0.0,0.0,0.0,9.16,51.49
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,90,87.53,4511,100.0,92.62,17.2549,69.98,4212.5,0.0,0.0,0.0,0.0,0.0,0.0,7.36,49.3
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,120,116.54,4481,100.0,93.19,19.2818,58.65,5719.81,0.0,0.0,0.0,0.0,0.0,0.0,6.81,55.03
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,180,174.29,4421,100.0,94.23,28.5166,57.83,7078.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,52.07
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,270,260.3,4331,100.0,94.83,129.4418,174.99,32243.24,0.0,0.0,0.0,0.0,0.0,0.0,5.17,50.2
xrp,XRP,Crypto,Morpho Steakhouse,0.036298,3.63,100,365,350.27,4236,100.0,95.54,157.0219,157.02,58887.03,0.0,0.0,0.0,0.0,0.0,0.0,4.46,49.13
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,30,27.68,4571,100.0,0.0,0.3256,3.96,3.84,0.06,0.27,0.2,0.23,0.32,0.43,40.65,56.29
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,60,55.28,4541,100.0,0.0,0.8093,4.92,33.02,0.12,0.55,0.34,0.43,0.7,1.07,46.07,52.13
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,90,82.81,4511,100.0,0.0,1.5174,6.15,55.55,0.12,0.84,0.47,0.64,1.08,2.23,48.66,49.92
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,120,110.26,4481,100.0,0.0,2.3138,7.04,66.08,0.15,1.12,0.61,0.85,1.51,3.75,49.63,49.1
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,180,164.94,4421,100.0,0.0,4.2026,8.52,86.03,0.12,1.71,0.83,1.21,2.59,6.93,51.01,48.2
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,270,246.38,4331,100.0,0.0,9.6315,13.02,307.63,0.21,2.7,1.01,1.75,5.68,11.98,53.11,46.64
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,1,365,331.62,4236,100.0,0.0,27.2737,27.27,1771.71,0.35,3.78,1.53,2.31,9.21,19.91,53.94,46.06
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,30,27.68,4571,100.0,2.98,0.3739,4.55,7.4,0.0,0.26,0.12,0.19,0.36,0.58,42.33,56.29
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,60,55.28,4541,100.0,7.4,1.0604,6.45,65.49,0.0,0.54,0.1,0.3,0.85,1.56,47.1,52.13
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,90,82.81,4511,100.0,11.55,2.2031,8.93,110.27,0.0,0.84,0.0,0.42,1.32,3.63,49.57,49.88
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,120,110.26,4481,100.0,14.66,3.4978,10.64,131.06,0.0,1.13,0.0,0.5,1.9,6.31,50.21,49.07
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,180,164.94,4421,100.0,20.22,6.7037,13.59,170.41,0.0,1.73,0.0,0.58,3.41,12.21,51.03,48.18
xrp,XRP,Crypto,Moonwell,0.0342992,3.43,2,270,246.38,4331,100.0,26.07,16.57,22.4,612.79,0.0,2.65,0.0,0.0,8.14,21.5,51.3,46.71
