asset,label,class,protocol,apy,apy_pct,leverage,duration,budget,sims,prot_rate,liq_rate,avg_pct,avg_ann_pct,best_pct,worst_pct,median_pct,p10_pct,p25_pct,p75_pct,p90_pct,beat_morpho,beat_hold
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,30,19.93,4042,100.0,0.0,0.2018,2.46,0.25,0.17,0.2,0.19,0.19,0.21,0.22,45.89,46.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,60,39.82,4012,100.0,0.0,0.4081,2.48,0.53,0.31,0.41,0.37,0.39,0.43,0.45,53.71,40.95
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,90,59.67,3982,100.0,0.0,0.6184,2.51,0.87,0.45,0.62,0.55,0.58,0.65,0.69,59.22,36.92
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,120,79.48,3952,100.0,0.0,0.8328,2.53,1.25,0.58,0.83,0.72,0.77,0.89,0.95,59.77,37.27
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,180,118.98,3892,100.0,0.0,1.2721,2.58,1.96,0.81,1.24,1.08,1.14,1.4,1.5,57.35,40.98
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,270,177.94,3802,100.0,0.0,1.9556,2.64,3.59,1.21,1.87,1.58,1.71,2.19,2.43,58.15,40.9
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,1,365,239.79,3707,100.0,0.0,2.7031,2.7,5.18,1.73,2.56,2.0,2.33,3.06,3.55,60.18,39.82
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,30,19.93,4042,100.0,0.0,0.2044,2.49,0.29,0.14,0.2,0.18,0.19,0.22,0.23,50.49,46.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,60,39.82,4012,100.0,0.0,0.4181,2.54,0.67,0.22,0.42,0.35,0.37,0.46,0.5,57.73,40.95
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,90,59.67,3982,100.0,0.0,0.6402,2.6,1.14,0.3,0.64,0.5,0.56,0.71,0.78,62.41,36.94
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,120,79.48,3952,100.0,0.0,0.8708,2.65,1.7,0.37,0.86,0.65,0.74,0.99,1.1,62.7,37.27
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,180,118.98,3892,100.0,0.0,1.3544,2.75,2.73,0.43,1.3,0.97,1.09,1.61,1.8,59.82,40.98
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,270,177.94,3802,100.0,0.0,2.1318,2.88,5.4,0.65,1.96,1.38,1.64,2.6,3.08,60.94,41.14
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,2,365,239.79,3707,100.0,0.0,3.0083,3.01,7.97,1.06,2.73,1.6,2.26,3.72,4.7,63.58,40.06
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,30,19.93,4042,100.0,0.0,0.2069,2.52,0.34,0.11,0.2,0.17,0.19,0.23,0.25,52.05,46.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,60,39.82,4012,100.0,0.0,0.4281,2.6,0.8,0.13,0.42,0.32,0.36,0.48,0.55,58.82,40.98
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,90,59.67,3982,100.0,0.0,0.662,2.68,1.41,0.15,0.66,0.45,0.54,0.77,0.88,63.44,36.94
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,120,79.48,3952,100.0,0.0,0.9088,2.76,2.15,0.15,0.9,0.58,0.71,1.08,1.25,63.77,37.3
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,180,118.98,3892,100.0,0.0,1.4367,2.91,3.5,0.05,1.35,0.87,1.03,1.82,2.11,60.43,41.01
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,270,177.94,3802,100.0,0.0,2.3081,3.12,7.21,0.08,2.06,1.18,1.57,3.01,3.72,61.65,41.22
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,3,365,239.79,3707,100.0,0.03,3.3134,3.31,10.75,0.0,2.9,1.2,2.18,4.37,5.85,64.55,40.17
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,30,19.93,4042,100.0,0.0,0.2119,2.58,0.43,0.05,0.21,0.15,0.18,0.25,0.28,53.22,46.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,60,39.82,4012,100.0,0.22,0.448,2.73,1.07,0.0,0.44,0.27,0.34,0.54,0.65,59.57,40.98
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,90,59.67,3982,100.0,1.18,0.7051,2.86,1.95,0.0,0.7,0.35,0.51,0.88,1.07,64.41,36.97
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,120,79.48,3952,100.0,2.63,0.9831,2.99,3.05,0.0,0.96,0.43,0.65,1.27,1.55,64.42,37.3
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,180,118.98,3892,100.0,3.85,1.6055,3.26,5.04,0.0,1.46,0.65,0.93,2.23,2.73,61.05,41.06
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,270,177.94,3802,100.0,5.79,2.6676,3.61,10.82,0.0,2.24,0.77,1.43,3.84,5.02,62.34,41.43
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,5,365,239.79,3707,100.0,9.87,3.9416,3.94,16.32,0.0,3.23,0.14,2.04,5.69,8.16,65.63,40.44
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,30,19.93,4042,100.0,3.24,0.2235,2.72,0.67,0.0,0.21,0.1,0.15,0.29,0.36,54.26,46.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,60,39.82,4012,100.0,8.05,0.4927,3.0,1.73,0.0,0.48,0.08,0.27,0.68,0.91,59.87,40.85
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,90,59.67,3982,100.0,14.47,0.8078,3.28,3.31,0.0,0.8,0.0,0.38,1.17,1.54,64.21,36.94
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,120,79.48,3952,100.0,19.69,1.1595,3.53,5.31,0.0,1.13,0.0,0.4,1.74,2.3,63.94,37.17
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,180,118.98,3892,100.0,26.67,1.9563,3.97,8.88,0.0,1.68,0.0,0.0,3.28,4.26,59.3,40.75
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,270,177.94,3802,100.0,33.75,3.3662,4.55,19.87,0.0,2.44,0.0,0.0,5.9,8.26,56.05,40.06
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,10,365,239.79,3707,100.0,38.39,5.1314,5.13,30.24,0.0,2.96,0.0,0.0,8.9,13.92,53.41,37.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,30,19.93,4042,100.0,10.69,0.2357,2.87,0.9,0.0,0.22,0.0,0.12,0.34,0.44,54.3,46.34
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,60,39.82,4012,100.0,22.68,0.5381,3.27,2.4,0.0,0.51,0.0,0.1,0.83,1.17,58.4,40.65
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,90,59.67,3982,100.0,29.23,0.9019,3.66,4.67,0.0,0.85,0.0,0.0,1.44,2.0,60.22,36.72
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,120,79.48,3952,100.0,34.41,1.3251,4.03,7.57,0.0,1.2,0.0,0.0,2.19,3.03,59.44,36.89
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,180,118.98,3892,100.0,41.21,2.2972,4.66,12.73,0.0,1.58,0.0,0.0,4.24,5.79,52.6,39.65
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,270,177.94,3802,100.0,50.55,4.0115,5.42,28.91,0.0,0.0,0.0,0.0,7.8,11.47,46.98,38.27
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,15,365,239.79,3707,100.0,55.08,6.1008,6.1,44.16,0.0,0.0,0.0,0.0,10.54,19.68,41.76,34.93
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,30,19.93,4042,100.0,20.21,0.2471,3.01,1.14,0.0,0.22,0.0,0.07,0.39,0.52,53.34,46.19
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,60,39.82,4012,100.0,33.9,0.5792,3.52,3.07,0.0,0.5,0.0,0.0,0.96,1.42,54.51,40.53
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,90,59.67,3982,100.0,40.18,0.9755,3.96,6.03,0.0,0.78,0.0,0.0,1.7,2.45,53.82,36.29
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,120,79.48,3952,100.0,44.13,1.4451,4.4,9.83,0.0,1.02,0.0,0.0,2.54,3.73,52.88,36.49
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,180,118.98,3892,100.0,50.82,2.5247,5.12,16.57,0.0,0.0,0.0,0.0,4.79,7.25,45.94,39.13
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,270,177.94,3802,100.0,58.63,4.5059,6.09,37.95,0.0,0.0,0.0,0.0,8.72,14.28,40.08,37.59
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,20,365,239.79,3707,100.0,62.8,6.9472,6.95,58.09,0.0,0.0,0.0,0.0,11.33,24.88,35.69,34.88
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,30,19.93,4042,100.0,36.62,0.2688,3.27,1.6,0.0,0.19,0.0,0.0,0.48,0.68,48.89,45.92
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,60,39.82,4012,100.0,48.63,0.6465,3.93,4.41,0.0,0.17,0.0,0.0,1.17,1.9,46.29,39.98
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,90,59.67,3982,100.0,53.84,1.0972,4.45,8.74,0.0,0.0,0.0,0.0,2.05,3.34,43.75,35.86
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,120,79.48,3952,100.0,56.65,1.6565,5.04,14.35,0.0,0.0,0.0,0.0,3.14,5.09,42.21,36.01
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,180,118.98,3892,100.0,62.67,2.8984,5.88,24.26,0.0,0.0,0.0,0.0,5.49,9.9,36.18,38.85
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,270,177.94,3802,100.0,67.41,5.4277,7.34,56.04,0.0,0.0,0.0,0.0,8.52,19.99,32.06,37.14
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,30,365,239.79,3707,100.0,70.25,8.6054,8.61,85.93,0.0,0.0,0.0,0.0,12.23,32.58,29.03,34.91
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,30,19.93,4042,100.0,54.6,0.3138,3.82,2.54,0.0,0.0,0.0,0.0,0.59,0.97,40.28,45.32
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,60,39.82,4012,100.0,63.33,0.7397,4.5,7.08,0.0,0.0,0.0,0.0,1.29,2.67,35.07,39.63
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,90,59.67,3982,100.0,67.53,1.2585,5.1,14.17,0.0,0.0,0.0,0.0,2.11,4.87,31.44,35.41
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,120,79.48,3952,100.0,69.46,1.9074,5.8,23.39,0.0,0.0,0.0,0.0,2.88,7.37,30.06,35.45
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,180,118.98,3892,100.0,74.38,3.3417,6.78,39.65,0.0,0.0,0.0,0.0,1.76,14.73,25.13,38.69
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,270,177.94,3802,100.0,77.33,6.5167,8.81,92.21,0.0,0.0,0.0,0.0,0.0,29.03,22.44,41.79
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,50,365,239.79,3707,100.0,79.23,10.4233,10.42,141.62,0.0,0.0,0.0,0.0,0.0,47.15,20.64,53.09
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,30,19.93,4042,100.0,64.47,0.3712,4.52,3.71,0.0,0.0,0.0,0.0,0.64,1.32,33.37,45.03
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,60,39.82,4012,100.0,71.39,0.8482,5.16,10.42,0.0,0.0,0.0,0.0,1.08,3.49,27.99,39.43
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,90,59.67,3982,100.0,74.99,1.4242,5.78,20.96,0.0,0.0,0.0,0.0,0.15,6.01,24.74,35.53
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,120,79.48,3952,100.0,76.7,2.1524,6.55,31.61,0.0,0.0,0.0,0.0,0.0,9.59,23.05,35.53
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,180,118.98,3892,100.0,80.65,3.8191,7.74,58.88,0.0,0.0,0.0,0.0,0.0,19.6,19.14,42.75
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,270,177.94,3802,100.0,82.72,7.5936,10.27,137.42,0.0,0.0,0.0,0.0,0.0,35.82,17.12,53.6
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,75,365,239.79,3707,100.0,84.14,11.9115,11.91,211.23,0.0,0.0,0.0,0.0,0.0,58.05,15.86,48.31
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,30,19.93,4042,100.0,69.94,0.42,5.11,4.88,0.0,0.0,0.0,0.0,0.55,1.63,28.92,44.83
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,60,39.82,4012,100.0,76.02,0.9258,5.63,13.76,0.0,0.0,0.0,0.0,0.0,3.95,23.58,39.36
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,90,59.67,3982,100.0,79.36,1.5315,6.21,27.75,0.0,0.0,0.0,0.0,0.0,6.9,20.52,35.59
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,120,79.48,3952,100.0,81.1,2.302,7.0,41.88,0.0,0.0,0.0,0.0,0.0,10.23,18.72,36.13
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,180,118.98,3892,100.0,83.84,4.2213,8.56,65.57,0.0,0.0,0.0,0.0,0.0,22.53,16.01,54.14
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,270,177.94,3802,100.0,85.51,8.5704,11.59,182.64,0.0,0.0,0.0,0.0,0.0,40.31,14.36,50.84
gold,Gold (XAU),Commodities,Aave V3,0.0245678,2.46,100,365,239.79,3707,100.0,86.59,13.4476,13.45,280.83,0.0,0.0,0.0,0.0,0.0,56.21,13.41,45.86
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,30,29.26,4042,100.0,0.0,0.2963,3.61,0.36,0.25,0.29,0.28,0.29,0.31,0.32,41.39,46.98
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,60,58.44,4012,100.0,0.0,0.599,3.64,0.78,0.45,0.6,0.55,0.57,0.63,0.66,50.25,41.63
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,90,87.53,3982,100.0,0.0,0.9072,3.68,1.27,0.66,0.91,0.8,0.85,0.96,1.01,55.65,37.97
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,120,116.54,3952,100.0,0.0,1.2211,3.71,1.83,0.85,1.22,1.06,1.12,1.31,1.39,57.14,38.66
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,180,174.29,3892,100.0,0.0,1.8635,3.78,2.87,1.19,1.82,1.59,1.67,2.05,2.19,55.01,42.5
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,270,260.3,3802,100.0,0.0,2.8608,3.87,5.25,1.78,2.74,2.31,2.5,3.21,3.55,55.34,43.48
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,1,365,350.27,3707,100.0,0.0,3.9485,3.95,7.57,2.52,3.75,2.92,3.4,4.47,5.19,57.59,42.41
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,30,29.26,4042,100.0,0.0,0.3001,3.65,0.43,0.21,0.3,0.26,0.28,0.32,0.34,48.1,46.98
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,60,58.44,4012,100.0,0.0,0.6136,3.73,0.98,0.33,0.61,0.51,0.55,0.67,0.73,56.13,41.63
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,90,87.53,3982,100.0,0.0,0.9392,3.81,1.67,0.44,0.94,0.73,0.82,1.04,1.15,61.0,38.05
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,120,116.54,3952,100.0,0.0,1.2768,3.88,2.49,0.54,1.27,0.95,1.08,1.45,1.61,61.29,38.66
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,180,174.29,3892,100.0,0.0,1.9841,4.02,4.0,0.63,1.9,1.43,1.59,2.36,2.64,58.76,42.57
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,270,260.3,3802,100.0,0.0,3.1186,4.22,7.89,0.95,2.87,2.02,2.4,3.81,4.5,59.76,43.61
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,2,365,350.27,3707,100.0,0.0,4.3943,4.39,11.64,1.54,3.99,2.34,3.29,5.43,6.87,61.88,42.7
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,30,29.26,4042,100.0,0.0,0.3038,3.7,0.5,0.17,0.3,0.25,0.27,0.33,0.36,50.52,46.98
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,60,58.44,4012,100.0,0.0,0.6282,3.82,1.17,0.2,0.62,0.47,0.53,0.71,0.81,57.83,41.63
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,90,87.53,3982,100.0,0.0,0.9711,3.94,2.07,0.22,0.97,0.66,0.8,1.13,1.29,62.41,38.07
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,120,116.54,3952,100.0,0.0,1.3326,4.05,3.15,0.22,1.31,0.85,1.04,1.59,1.83,62.73,38.74
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,180,174.29,3892,100.0,0.0,2.1047,4.27,5.12,0.08,1.98,1.27,1.52,2.66,3.09,59.87,42.68
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,270,260.3,3802,100.0,0.0,3.3765,4.56,10.54,0.12,3.01,1.72,2.3,4.41,5.45,60.97,43.69
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,3,365,350.27,3707,100.0,0.03,4.8399,4.84,15.7,0.0,4.23,1.75,3.19,6.39,8.55,63.58,43.08
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,30,29.26,4042,100.0,0.0,0.3112,3.79,0.64,0.08,0.3,0.22,0.26,0.36,0.41,52.3,47.03
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,60,58.44,4012,100.0,0.22,0.6576,4.0,1.56,0.0,0.65,0.39,0.5,0.79,0.96,58.97,41.67
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,90,87.53,3982,100.0,1.18,1.0343,4.19,2.87,0.0,1.03,0.52,0.74,1.29,1.56,63.89,38.15
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,120,116.54,3952,100.0,2.63,1.4416,4.38,4.48,0.0,1.41,0.64,0.96,1.86,2.27,63.89,38.87
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,180,174.29,3892,100.0,3.85,2.3519,4.77,7.38,0.0,2.14,0.96,1.36,3.27,3.99,60.66,42.86
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,270,260.3,3802,100.0,5.79,3.9024,5.28,15.83,0.0,3.28,1.13,2.09,5.62,7.34,61.78,44.13
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,5,365,350.27,3707,100.0,9.87,5.7576,5.76,23.84,0.0,4.72,0.21,2.98,8.32,11.92,64.8,43.81
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,30,29.26,4042,100.0,3.24,0.3282,3.99,0.98,0.0,0.31,0.14,0.22,0.43,0.53,53.56,47.01
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,60,58.44,4012,100.0,8.05,0.7231,4.4,2.55,0.0,0.71,0.12,0.39,1.0,1.34,59.55,41.58
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,90,87.53,3982,100.0,14.47,1.185,4.81,4.86,0.0,1.18,0.0,0.56,1.71,2.25,64.04,38.12
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,120,116.54,3952,100.0,19.69,1.7002,5.17,7.79,0.0,1.66,0.0,0.58,2.55,3.38,63.69,38.92
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,180,174.29,3892,100.0,26.67,2.8658,5.81,13.01,0.0,2.46,0.0,0.0,4.8,6.24,59.17,42.73
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,270,260.3,3802,100.0,33.75,4.9244,6.66,29.06,0.0,3.57,0.0,0.0,8.63,12.08,55.65,42.56
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,10,365,350.27,3707,100.0,38.39,7.4956,7.5,44.17,0.0,4.33,0.0,0.0,13.0,20.33,53.03,40.36
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,30,29.26,4042,100.0,10.69,0.3461,4.21,1.32,0.0,0.32,0.0,0.18,0.5,0.65,53.86,46.96
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,60,58.44,4012,100.0,22.68,0.7897,4.8,3.53,0.0,0.75,0.0,0.15,1.21,1.71,58.28,41.35
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,90,87.53,3982,100.0,29.23,1.3231,5.37,6.85,0.0,1.25,0.0,0.0,2.12,2.93,60.17,37.72
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,120,116.54,3952,100.0,34.41,1.943,5.91,11.1,0.0,1.76,0.0,0.0,3.21,4.45,59.34,38.69
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,180,174.29,3892,100.0,41.21,3.3653,6.82,18.64,0.0,2.32,0.0,0.0,6.22,8.48,52.57,41.01
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,270,260.3,3802,100.0,50.55,5.8684,7.93,42.29,0.0,0.0,0.0,0.0,11.41,16.78,46.92,40.19
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,15,365,350.27,3707,100.0,55.08,8.9117,8.91,64.51,0.0,0.0,0.0,0.0,15.39,28.74,41.76,36.82
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,30,29.26,4042,100.0,20.21,0.3629,4.42,1.67,0.0,0.32,0.0,0.11,0.57,0.76,53.12,46.78
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,60,58.44,4012,100.0,33.9,0.8501,5.17,4.51,0.0,0.73,0.0,0.0,1.41,2.09,54.34,41.13
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,90,87.53,3982,100.0,40.18,1.431,5.8,8.84,0.0,1.15,0.0,0.0,2.49,3.6,53.77,37.09
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,120,116.54,3952,100.0,44.13,2.119,6.45,14.42,0.0,1.5,0.0,0.0,3.73,5.47,52.81,38.03
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,180,174.29,3892,100.0,50.82,3.6986,7.5,24.28,0.0,0.0,0.0,0.0,7.01,10.62,45.91,40.47
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,270,260.3,3802,100.0,58.63,6.5916,8.91,55.52,0.0,0.0,0.0,0.0,12.75,20.89,40.08,40.03
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,20,365,350.27,3707,100.0,62.8,10.1481,10.15,84.85,0.0,0.0,0.0,0.0,16.55,36.34,35.66,37.39
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,30,29.26,4042,100.0,36.62,0.3947,4.8,2.35,0.0,0.28,0.0,0.0,0.7,0.99,48.66,46.46
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,60,58.44,4012,100.0,48.63,0.9488,5.77,6.47,0.0,0.25,0.0,0.0,1.72,2.78,46.26,40.6
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,90,87.53,3982,100.0,53.84,1.6096,6.53,12.82,0.0,0.0,0.0,0.0,3.01,4.89,43.75,36.54
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,120,116.54,3952,100.0,56.65,2.4289,7.39,21.04,0.0,0.0,0.0,0.0,4.61,7.47,42.18,36.84
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,180,174.29,3892,100.0,62.67,4.246,8.61,35.55,0.0,0.0,0.0,0.0,8.04,14.5,36.18,40.44
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,270,260.3,3802,100.0,67.41,7.9402,10.73,81.98,0.0,0.0,0.0,0.0,12.47,29.24,32.06,42.74
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,30,365,350.27,3707,100.0,70.25,12.5703,12.57,125.52,0.0,0.0,0.0,0.0,17.86,47.59,29.03,61.48
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,30,29.26,4042,100.0,54.6,0.4608,5.61,3.73,0.0,0.0,0.0,0.0,0.86,1.43,40.28,45.7
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,60,58.44,4012,100.0,63.33,1.0856,6.6,10.39,0.0,0.0,0.0,0.0,1.89,3.92,35.04,40.03
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,90,87.53,3982,100.0,67.53,1.8462,7.49,20.79,0.0,0.0,0.0,0.0,3.09,7.15,31.44,36.06
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,120,116.54,3952,100.0,69.46,2.7968,8.51,34.29,0.0,0.0,0.0,0.0,4.23,10.8,30.06,36.26
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,180,174.29,3892,100.0,74.38,4.8953,9.93,58.08,0.0,0.0,0.0,0.0,2.58,21.59,25.13,45.94
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,270,260.3,3802,100.0,77.33,9.5332,12.89,134.89,0.0,0.0,0.0,0.0,0.0,42.46,22.44,58.92
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,50,365,350.27,3707,100.0,79.23,15.2257,15.23,206.86,0.0,0.0,0.0,0.0,0.0,68.87,20.64,53.09
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,75,30,29.26,4042,100.0,64.47,0.5451,6.63,5.45,0.0,0.0,0.0,0.0,0.94,1.94,33.33,45.27
gold,Gold (XAU),Commodities,Morpho Steakhouse,0.036298,3.63,75,60,58.44,4012,100.0,71.39,1.2449,7.57,15.29,0.0,0.0,0.0,0.0,1.58,5.12,27.99,39.91
